size,threads,run,time_ms
128,4,1,1.469
128,4,2,1.518
128,4,3,1.47
128,4,4,1.467
128,4,5,1.47
128,4,6,1.503
128,4,7,1.471
128,4,8,1.474
128,4,9,1.723
128,4,10,1.474
128,4,11,1.481
128,4,12,1.501
128,4,13,1.479
128,4,14,1.477
128,4,15,4.166
128,4,16,2.508
128,4,17,2.11
128,4,18,1.485
128,4,19,1.718
128,4,20,1.475
128,4,21,1.49
128,4,22,1.478
128,4,23,1.48
128,4,24,1.477
128,4,25,1.499
128,4,26,1.473
128,4,27,1.479
128,4,28,1.49
128,4,29,1.467
128,4,30,1.479
128,4,31,1.479
128,4,32,1.476
128,4,33,1.506
128,4,34,1.464
128,4,35,1.469
128,4,36,1.934
128,4,37,1.488
128,4,38,1.489
128,4,39,1.464
128,4,40,1.485
# avg_ms=1.612625
# std_ms=0.461100171968894
