size,threads,run,time_ms
1024,8,1,856.485
1024,8,2,805.461
1024,8,3,818.939
1024,8,4,819.559
1024,8,5,804.524
1024,8,6,806.233
1024,8,7,813.878
1024,8,8,803.633
1024,8,9,810.566
1024,8,10,808.978
1024,8,11,882.313
1024,8,12,820.674
1024,8,13,819.186
1024,8,14,853.743
1024,8,15,809.748
1024,8,16,804.939
1024,8,17,874.812
1024,8,18,807.818
1024,8,19,806.077
1024,8,20,808.951
1024,8,21,829.328
1024,8,22,821.3
1024,8,23,824.834
1024,8,24,817.025
1024,8,25,809.489
1024,8,26,840.877
1024,8,27,812.564
1024,8,28,838.51
