size,threads,run,time_ms
256,4,1,11.83
256,4,2,11.743
256,4,3,11.86
256,4,4,11.888
256,4,5,11.727
256,4,6,12.034
256,4,7,11.727
256,4,8,11.712
256,4,9,15.426
256,4,10,22.038
256,4,11,12.578
256,4,12,16.011
256,4,13,11.755
256,4,14,15.013
256,4,15,14.542
256,4,16,14.045
256,4,17,11.939
256,4,18,11.927
256,4,19,12.84
256,4,20,11.958
256,4,21,11.801
256,4,22,12.01
256,4,23,11.843
256,4,24,11.961
256,4,25,11.77
256,4,26,11.772
256,4,27,11.815
256,4,28,12.236
256,4,29,12.511
256,4,30,11.864
256,4,31,11.805
256,4,32,11.717
256,4,33,11.733
256,4,34,13.995
256,4,35,20.091
256,4,36,15.967
256,4,37,15.958
256,4,38,16.404
256,4,39,11.971
256,4,40,11.897
# avg_ms=13.14285
# std_ms=2.36707679238035
