size,threads,run,time_ms
128,2,1,2.107
128,2,2,2.113
128,2,3,2.115
128,2,4,2.103
128,2,5,2.085
128,2,6,2.137
128,2,7,2.125
128,2,8,2.113
128,2,9,2.101
128,2,10,2.115
128,2,11,2.119
128,2,12,2.117
128,2,13,2.132
128,2,14,2.157
128,2,15,2.145
128,2,16,2.109
128,2,17,2.116
128,2,18,2.113
128,2,19,2.1
128,2,20,2.112
128,2,21,2.129
128,2,22,2.113
128,2,23,2.116
128,2,24,2.142
128,2,25,2.103
128,2,26,2.113
128,2,27,2.11
128,2,28,2.15
128,2,29,2.126
128,2,30,2.127
128,2,31,2.116
128,2,32,2.109
128,2,33,2.118
128,2,34,2.085
128,2,35,2.133
128,2,36,2.113
128,2,37,2.115
128,2,38,2.116
128,2,39,2.108
128,2,40,2.128
# avg_ms=2.1176
# std_ms=0.0151569565986491
