size,threads,run,time_ms
128,4,1,983
128,4,2,922
128,4,3,962
128,4,4,936
128,4,5,1.047
128,4,6,948
128,4,7,955
128,4,8,1.001
128,4,9,957
128,4,10,954
128,4,11,935
128,4,12,944
128,4,13,955
128,4,14,916
128,4,15,935
128,4,16,961
128,4,17,903
128,4,18,925
128,4,19,931
128,4,20,958
128,4,21,876
128,4,22,959
128,4,23,981
128,4,24,913
128,4,25,978
128,4,26,942
128,4,27,971
128,4,28,927
128,4,29,1.027
128,4,30,927
128,4,31,984
128,4,32,944
128,4,33,943
128,4,34,1.04
128,4,35,923
128,4,36,910
128,4,37,964
128,4,38,938
128,4,39,964
128,4,40,990
# avg_ms=850.452875
# std_ms=287.745192243396
