size,threads,run,time_ms
64,2,1,406
64,2,2,406
64,2,3,375
64,2,4,415
64,2,5,407
64,2,6,406
64,2,7,401
64,2,8,402
64,2,9,426
64,2,10,396
64,2,11,386
64,2,12,412
64,2,13,391
64,2,14,419
64,2,15,408
64,2,16,402
64,2,17,424
64,2,18,478
64,2,19,420
64,2,20,404
64,2,21,394
64,2,22,399
64,2,23,398
64,2,24,421
64,2,25,400
64,2,26,413
64,2,27,397
64,2,28,395
64,2,29,413
64,2,30,385
64,2,31,400
64,2,32,385
64,2,33,409
64,2,34,390
64,2,35,398
64,2,36,393
64,2,37,399
64,2,38,390
64,2,39,414
64,2,40,418
# avg_ms=404.875
# std_ms=16.6705444206856
