size,threads,run,time_ms
64,2,1,295
64,2,2,281
64,2,3,275
64,2,4,287
64,2,5,278
64,2,6,271
64,2,7,288
64,2,8,282
64,2,9,277
64,2,10,277
64,2,11,284
64,2,12,278
64,2,13,279
64,2,14,281
64,2,15,278
64,2,16,270
64,2,17,275
64,2,18,282
64,2,19,281
64,2,20,275
64,2,21,277
64,2,22,279
64,2,23,287
64,2,24,285
64,2,25,290
64,2,26,274
64,2,27,284
64,2,28,293
64,2,29,280
64,2,30,283
64,2,31,281
64,2,32,284
64,2,33,279
64,2,34,282
64,2,35,280
64,2,36,271
64,2,37,288
64,2,38,286
64,2,39,278
64,2,40,285
# avg_ms=281
# std_ms=5.67947270936398
