size,threads,run,time_ms
64,1,1,262
64,1,2,261
64,1,3,261
64,1,4,260
64,1,5,260
64,1,6,264
64,1,7,260
64,1,8,264
64,1,9,260
64,1,10,262
64,1,11,260
64,1,12,260
64,1,13,271
64,1,14,260
64,1,15,261
64,1,16,264
64,1,17,264
64,1,18,260
64,1,19,263
64,1,20,261
64,1,21,260
64,1,22,264
64,1,23,261
64,1,24,260
64,1,25,263
64,1,26,260
64,1,27,259
64,1,28,260
64,1,29,260
64,1,30,263
64,1,31,260
64,1,32,263
64,1,33,259
64,1,34,261
64,1,35,260
64,1,36,260
64,1,37,260
64,1,38,259
64,1,39,270
64,1,40,259
# avg_ms=261.475
# std_ms=2.62128858505771
