size,threads,run,time_ms
128,4,1,1.514
128,4,2,1.521
128,4,3,1.499
128,4,4,1.507
128,4,5,1.654
128,4,6,1.495
128,4,7,1.505
128,4,8,1.499
128,4,9,1.495
128,4,10,1.505
128,4,11,1.53
128,4,12,1.959
128,4,13,1.497
128,4,14,1.855
128,4,15,1.507
128,4,16,1.498
128,4,17,1.513
128,4,18,1.52
128,4,19,1.527
128,4,20,1.526
128,4,21,1.5
128,4,22,1.505
128,4,23,1.503
128,4,24,1.502
128,4,25,1.515
128,4,26,1.492
128,4,27,1.511
128,4,28,1.512
128,4,29,1.491
128,4,30,1.521
128,4,31,1.497
128,4,32,1.49
128,4,33,1.51
128,4,34,1.504
128,4,35,1.498
128,4,36,1.506
128,4,37,1.53
128,4,38,1.518
128,4,39,1.727
128,4,40,3.333
# avg_ms=1.582275
# std_ms=0.299888867236361
