size,threads,run,time_ms
512,1,1,145.258
512,1,2,143.838
512,1,3,143.043
512,1,4,144.275
512,1,5,143.93
512,1,6,144.134
512,1,7,143.726
512,1,8,144.481
512,1,9,143.92
512,1,10,146.977
512,1,11,143.817
512,1,12,143.892
512,1,13,144.184
512,1,14,146.038
512,1,15,143.929
512,1,16,143.607
512,1,17,143.965
512,1,18,148.199
512,1,19,143.382
512,1,20,143.962
512,1,21,147.574
512,1,22,144.067
512,1,23,144.312
512,1,24,143.93
512,1,25,143.974
512,1,26,143.816
512,1,27,143.237
512,1,28,142.503
512,1,29,150
512,1,30,146.308
512,1,31,148.921
512,1,32,143.638
512,1,33,152.017
512,1,34,147.385
512,1,35,144.82
512,1,36,145.467
512,1,37,144.201
512,1,38,143.819
512,1,39,143.865
512,1,40,143.942
# avg_ms=144.908825
# std_ms=2.03324893335765
