size,threads,run,time_ms
64,4,1,220
64,4,2,223
64,4,3,218
64,4,4,220
64,4,5,219
64,4,6,219
64,4,7,226
64,4,8,222
64,4,9,216
64,4,10,220
64,4,11,219
64,4,12,224
64,4,13,227
64,4,14,220
64,4,15,221
64,4,16,223
64,4,17,215
64,4,18,220
64,4,19,220
64,4,20,225
64,4,21,219
64,4,22,220
64,4,23,233
64,4,24,222
64,4,25,221
64,4,26,245
64,4,27,224
64,4,28,220
64,4,29,218
64,4,30,220
64,4,31,217
64,4,32,226
64,4,33,217
64,4,34,221
64,4,35,224
64,4,36,219
64,4,37,222
64,4,38,216
64,4,39,221
64,4,40,219
# avg_ms=221.525
# std_ms=5.10900411791996
