size,threads,run,time_ms
512,2,1,157.481
512,2,2,153.493
512,2,3,160.283
512,2,4,143.274
512,2,5,153.05
512,2,6,155.418
512,2,7,153.079
512,2,8,156.126
512,2,9,154.421
512,2,10,149.491
512,2,11,150.873
512,2,12,154.66
512,2,13,156.628
512,2,14,152.482
512,2,15,154.96
512,2,16,152.855
512,2,17,150.835
512,2,18,155.534
512,2,19,155.971
512,2,20,151.657
512,2,21,153.124
512,2,22,152.709
512,2,23,152.231
512,2,24,154.776
512,2,25,153.955
512,2,26,155.866
512,2,27,155.84
512,2,28,150.123
512,2,29,154.813
512,2,30,153.662
512,2,31,154.341
512,2,32,148.536
512,2,33,155.352
512,2,34,154.189
512,2,35,150.95
512,2,36,155.061
512,2,37,158.694
512,2,38,154.747
512,2,39,157.617
512,2,40,152.273
# avg_ms=153.78575
# std_ms=2.98292083453923
