size,threads,run,time_ms
256,1,1,19.12
256,1,2,19.236
256,1,3,19.054
256,1,4,18.961
256,1,5,19.067
256,1,6,19.019
256,1,7,19.041
256,1,8,19.01
256,1,9,18.913
256,1,10,19.263
256,1,11,19.217
256,1,12,19.097
256,1,13,19.144
256,1,14,19.156
256,1,15,19.071
256,1,16,19.073
256,1,17,18.994
256,1,18,19.011
256,1,19,19.011
256,1,20,19.121
256,1,21,18.977
256,1,22,19.022
256,1,23,19.647
256,1,24,19.348
256,1,25,19.497
256,1,26,19.856
256,1,27,19.877
256,1,28,19.394
256,1,29,18.866
256,1,30,18.877
256,1,31,19.021
256,1,32,18.986
256,1,33,18.962
256,1,34,18.892
256,1,35,18.868
256,1,36,18.86
256,1,37,18.998
256,1,38,18.994
256,1,39,19.049
256,1,40,19.023
# avg_ms=19.114825
# std_ms=0.242266529165393
