size,threads,run,time_ms
512,1,1,162.705
512,1,2,160.725
512,1,3,161.302
512,1,4,162.335
512,1,5,161.401
512,1,6,161.949
512,1,7,163.229
512,1,8,162.01
512,1,9,161.525
512,1,10,161.327
512,1,11,160.612
512,1,12,163.559
512,1,13,161.291
512,1,14,161.447
512,1,15,161.362
512,1,16,160.915
512,1,17,161.64
512,1,18,160.685
512,1,19,160.904
512,1,20,160.574
512,1,21,163.429
512,1,22,162.274
512,1,23,161.931
512,1,24,182.603
512,1,25,163.637
512,1,26,163.173
512,1,27,160.902
512,1,28,160.493
512,1,29,161.856
512,1,30,161.997
512,1,31,162.195
512,1,32,166.891
512,1,33,160.624
512,1,34,160.492
512,1,35,161.348
512,1,36,160.49
512,1,37,160.592
512,1,38,161.965
512,1,39,162.346
512,1,40,161.838
# avg_ms=162.314325
# std_ms=3.50927215324101
