size,threads,run,time_ms
64,4,1,570
64,4,2,545
64,4,3,594
64,4,4,559
64,4,5,578
64,4,6,550
64,4,7,566
64,4,8,579
64,4,9,599
64,4,10,588
64,4,11,579
64,4,12,524
64,4,13,524
64,4,14,550
64,4,15,530
64,4,16,538
64,4,17,548
64,4,18,595
64,4,19,561
64,4,20,546
64,4,21,523
64,4,22,529
64,4,23,595
64,4,24,530
64,4,25,560
64,4,26,585
64,4,27,529
64,4,28,533
64,4,29,555
64,4,30,561
64,4,31,566
64,4,32,561
64,4,33,540
64,4,34,579
64,4,35,528
64,4,36,577
64,4,37,560
64,4,38,582
64,4,39,540
64,4,40,546
# avg_ms=557.55
# std_ms=22.8472632036626
