size,threads,run,time_ms
256,4,1,4.655
256,4,2,4.754
256,4,3,4.692
256,4,4,4.607
256,4,5,4.971
256,4,6,4.799
256,4,7,4.764
256,4,8,4.625
256,4,9,4.692
256,4,10,4.644
256,4,11,4.98
256,4,12,4.653
256,4,13,4.616
256,4,14,4.847
256,4,15,13.017
256,4,16,7.353
256,4,17,8.699
256,4,18,8.205
256,4,19,9.386
256,4,20,7.537
256,4,21,19.992
256,4,22,6.496
256,4,23,5.825
256,4,24,5.822
256,4,25,5.558
256,4,26,5.852
256,4,27,6.209
256,4,28,5.621
256,4,29,6.224
256,4,30,6.398
256,4,31,6.017
256,4,32,5.721
256,4,33,6.092
256,4,34,6.531
256,4,35,6.28
256,4,36,6.055
256,4,37,6.335
256,4,38,5.608
256,4,39,6.503
256,4,40,6.355
# avg_ms=6.39975
# std_ms=2.73169919647094
