size,threads,run,time_ms
64,1,1,556
64,1,2,424
64,1,3,339
64,1,4,319
64,1,5,303
64,1,6,325
64,1,7,280
64,1,8,271
64,1,9,270
64,1,10,267
64,1,11,262
64,1,12,259
64,1,13,258
64,1,14,260
64,1,15,261
64,1,16,257
64,1,17,261
64,1,18,262
64,1,19,265
64,1,20,259
64,1,21,261
64,1,22,257
64,1,23,257
64,1,24,257
64,1,25,258
64,1,26,275
64,1,27,258
64,1,28,258
64,1,29,261
64,1,30,265
64,1,31,257
64,1,32,261
64,1,33,257
64,1,34,257
64,1,35,258
64,1,36,262
64,1,37,258
64,1,38,261
64,1,39,261
64,1,40,258
# avg_ms=278.875
# std_ms=54.7990209064696
