size,threads,run,time_ms
128,1,1,2.332
128,1,2,2.358
128,1,3,2.349
128,1,4,2.359
128,1,5,2.379
128,1,6,2.402
128,1,7,2.378
128,1,8,2.468
128,1,9,2.365
128,1,10,2.373
128,1,11,2.38
128,1,12,2.358
128,1,13,2.365
128,1,14,2.412
128,1,15,2.379
128,1,16,2.353
128,1,17,2.368
128,1,18,2.394
128,1,19,2.398
128,1,20,2.377
128,1,21,2.438
128,1,22,2.339
128,1,23,2.422
128,1,24,2.393
128,1,25,2.38
128,1,26,2.382
128,1,27,2.396
128,1,28,2.358
128,1,29,2.327
128,1,30,2.36
128,1,31,2.425
128,1,32,2.408
128,1,33,2.395
128,1,34,2.334
128,1,35,2.381
128,1,36,2.409
128,1,37,2.395
128,1,38,2.413
128,1,39,2.515
128,1,40,2.6
# avg_ms=2.390425
# std_ms=0.0497036796347189
