size,threads,run,time_ms
256,1,1,15.482
256,1,2,15.537
256,1,3,15.451
256,1,4,15.505
256,1,5,15.448
256,1,6,15.44
256,1,7,15.64
256,1,8,15.296
256,1,9,15.276
256,1,10,15.335
256,1,11,15.403
256,1,12,15.482
256,1,13,15.397
256,1,14,15.362
256,1,15,15.355
256,1,16,15.409
256,1,17,15.39
256,1,18,15.356
256,1,19,15.424
256,1,20,15.373
256,1,21,15.326
256,1,22,15.395
256,1,23,15.469
256,1,24,15.4
256,1,25,15.372
256,1,26,15.392
256,1,27,15.383
256,1,28,15.442
256,1,29,15.485
256,1,30,15.359
256,1,31,15.689
256,1,32,15.724
256,1,33,15.756
256,1,34,15.434
256,1,35,15.55
256,1,36,15.659
256,1,37,15.626
256,1,38,15.57
256,1,39,15.669
256,1,40,15.561
# avg_ms=15.46555
# std_ms=0.121855094692689
