size,threads,run,time_ms
512,4,1,45.643
512,4,2,45.255
512,4,3,44.524
512,4,4,45.134
512,4,5,45.463
512,4,6,44.691
512,4,7,44.671
512,4,8,44.997
512,4,9,44.604
512,4,10,45.372
512,4,11,45.411
512,4,12,45.089
512,4,13,45.398
512,4,14,45.238
512,4,15,45.713
512,4,16,48.105
512,4,17,47.283
512,4,18,44.644
512,4,19,45.312
512,4,20,45.311
512,4,21,44.689
512,4,22,44.438
512,4,23,44.659
512,4,24,44.753
512,4,25,45.514
512,4,26,45.242
512,4,27,45.541
512,4,28,45.893
512,4,29,45.621
512,4,30,45.342
512,4,31,45.883
512,4,32,45.633
512,4,33,45.034
512,4,34,45.404
512,4,35,48.226
512,4,36,46.253
512,4,37,45.681
512,4,38,44.961
512,4,39,46.795
512,4,40,45.606
# avg_ms=45.47565
# std_ms=0.85248492128931
