size,threads,run,time_ms
256,4,1,11.428
256,4,2,11.499
256,4,3,11.431
256,4,4,11.605
256,4,5,11.604
256,4,6,11.464
256,4,7,11.545
256,4,8,11.458
256,4,9,11.465
256,4,10,12.128
256,4,11,11.821
256,4,12,11.817
256,4,13,11.565
256,4,14,11.51
256,4,15,11.471
256,4,16,11.489
256,4,17,11.493
256,4,18,11.456
256,4,19,11.546
256,4,20,12.15
256,4,21,11.461
256,4,22,11.481
256,4,23,11.503
256,4,24,11.479
256,4,25,11.48
256,4,26,12.121
256,4,27,11.438
256,4,28,11.464
256,4,29,11.539
256,4,30,11.509
256,4,31,11.52
256,4,32,11.498
256,4,33,11.488
256,4,34,11.768
256,4,35,11.522
256,4,36,11.564
256,4,37,11.548
256,4,38,11.483
256,4,39,11.466
256,4,40,11.469
# avg_ms=11.56865
# std_ms=0.186476306324725
