size,threads,run,time_ms
64,1,1,402
64,1,2,400
64,1,3,387
64,1,4,379
64,1,5,386
64,1,6,382
64,1,7,383
64,1,8,392
64,1,9,387
64,1,10,376
64,1,11,378
64,1,12,390
64,1,13,383
64,1,14,433
64,1,15,371
64,1,16,371
64,1,17,388
64,1,18,456
64,1,19,385
64,1,20,369
64,1,21,422
64,1,22,382
64,1,23,397
64,1,24,374
64,1,25,539
64,1,26,397
64,1,27,417
64,1,28,393
64,1,29,420
64,1,30,397
64,1,31,410
64,1,32,369
64,1,33,377
64,1,34,384
64,1,35,381
64,1,36,380
64,1,37,381
64,1,38,392
64,1,39,385
64,1,40,396
# avg_ms=394.775
# std_ms=29.5665156241625
