size,threads,run,time_ms
512,2,1,148.821
512,2,2,149.944
512,2,3,149.968
512,2,4,149.844
512,2,5,150.454
512,2,6,149.827
512,2,7,150.66
512,2,8,150.411
512,2,9,150.869
512,2,10,149.992
512,2,11,147.517
512,2,12,151.347
512,2,13,150.466
512,2,14,150.714
512,2,15,150.606
512,2,16,150.736
512,2,17,150.108
512,2,18,151.304
512,2,19,149.968
512,2,20,151.245
512,2,21,147.621
512,2,22,151.038
512,2,23,150.578
512,2,24,150.562
512,2,25,150.35
512,2,26,150.243
512,2,27,149.915
512,2,28,150.162
512,2,29,149.747
512,2,30,150.522
512,2,31,146.23
512,2,32,150.148
512,2,33,149.716
512,2,34,150.225
512,2,35,151.487
512,2,36,151.036
512,2,37,150.389
512,2,38,149.8
512,2,39,150.038
512,2,40,151.122
# avg_ms=150.14325
# std_ms=1.03914337872041
