size,threads,run,time_ms
64,4,1,221
64,4,2,227
64,4,3,241
64,4,4,217
64,4,5,217
64,4,6,215
64,4,7,222
64,4,8,216
64,4,9,215
64,4,10,216
64,4,11,216
64,4,12,221
64,4,13,215
64,4,14,220
64,4,15,224
64,4,16,220
64,4,17,214
64,4,18,213
64,4,19,220
64,4,20,214
64,4,21,219
64,4,22,226
64,4,23,215
64,4,24,232
64,4,25,217
64,4,26,217
64,4,27,217
64,4,28,215
64,4,29,219
64,4,30,242
64,4,31,232
64,4,32,217
64,4,33,222
64,4,34,219
64,4,35,217
64,4,36,229
64,4,37,226
64,4,38,216
64,4,39,230
64,4,40,210
# avg_ms=220.525
# std_ms=7.17183772894064
