size,threads,run,time_ms
64,8,1,303
64,8,2,308
64,8,3,305
64,8,4,303
64,8,5,311
64,8,6,305
64,8,7,349
64,8,8,314
64,8,9,303
64,8,10,303
64,8,11,313
64,8,12,310
64,8,13,301
64,8,14,311
64,8,15,309
64,8,16,308
64,8,17,309
64,8,18,287
64,8,19,301
64,8,20,298
64,8,21,310
64,8,22,314
64,8,23,303
64,8,24,311
64,8,25,323
64,8,26,312
64,8,27,309
64,8,28,308
64,8,29,303
64,8,30,307
64,8,31,313
64,8,32,312
64,8,33,305
64,8,34,301
64,8,35,311
64,8,36,310
64,8,37,302
64,8,38,312
64,8,39,332
64,8,40,297
# avg_ms=308.65
# std_ms=9.75218581678632
