size,threads,run,time_ms
128,8,1,2.649
128,8,2,2.167
128,8,3,2.705
128,8,4,2.912
128,8,5,3.608
128,8,6,2.265
128,8,7,2.846
128,8,8,2.587
128,8,9,2.959
128,8,10,2.372
128,8,11,3.128
128,8,12,2.295
128,8,13,3.473
128,8,14,3.756
128,8,15,3.524
128,8,16,3.022
128,8,17,3.615
128,8,18,5.258
128,8,19,3.707
128,8,20,2.778
128,8,21,2.518
128,8,22,2.074
128,8,23,2.888
128,8,24,3.6
128,8,25,4.009
128,8,26,2.584
128,8,27,3.598
128,8,28,2.696
128,8,29,2.533
128,8,30,5.506
128,8,31,3.11
128,8,32,3.712
128,8,33,4.251
128,8,34,5.283
128,8,35,3.707
128,8,36,4.096
128,8,37,2.882
128,8,38,2.616
128,8,39,2.626
128,8,40,2.257
# avg_ms=3.2043
# std_ms=0.84435295208361
