size,threads,run,time_ms
128,4,1,4.122
128,4,2,3.03
128,4,3,4.069
128,4,4,3.485
128,4,5,2.472
128,4,6,2.617
128,4,7,4.08
128,4,8,3.037
128,4,9,3.287
128,4,10,3.081
128,4,11,2.597
128,4,12,3
128,4,13,2.743
128,4,14,4.175
128,4,15,1.947
128,4,16,3.185
128,4,17,2.745
128,4,18,3.562
128,4,19,3.023
128,4,20,2.275
128,4,21,3.075
128,4,22,2.192
128,4,23,2.342
128,4,24,2.065
128,4,25,2.084
128,4,26,1.306
128,4,27,3.152
128,4,28,2.292
128,4,29,2.743
128,4,30,2.951
128,4,31,1.976
128,4,32,3.017
128,4,33,2.72
128,4,34,3.009
128,4,35,2.079
128,4,36,2.583
128,4,37,2.593
128,4,38,2.89
128,4,39,2.339
128,4,40,2.679
# avg_ms=2.815475
# std_ms=0.635518725641523
