size,threads,run,time_ms
256,1,1,20.354
256,1,2,21.886
256,1,3,23.793
256,1,4,23.443
256,1,5,20.644
256,1,6,22.856
256,1,7,23.48
256,1,8,27.336
256,1,9,22.698
256,1,10,20.03
256,1,11,20.204
256,1,12,20.57
256,1,13,28.456
256,1,14,22.933
256,1,15,24.344
256,1,16,20.405
256,1,17,24.884
256,1,18,20.303
256,1,19,19.83
256,1,20,23.387
256,1,21,24.062
256,1,22,19.817
256,1,23,28.603
256,1,24,24.324
256,1,25,23.579
256,1,26,23.61
256,1,27,29.154
256,1,28,31.337
256,1,29,22.713
256,1,30,23.367
256,1,31,20.001
256,1,32,20.22
256,1,33,20.404
256,1,34,20.051
256,1,35,21.63
256,1,36,20.228
256,1,37,22.869
256,1,38,20.314
256,1,39,28.194
256,1,40,19.936
# avg_ms=22.906225
# std_ms=3.00986395882622
