size,threads,run,time_ms
256,8,1,6.352
256,8,2,8.376
256,8,3,7.403
256,8,4,7.983
256,8,5,9.256
256,8,6,11.288
256,8,7,7.645
256,8,8,7.765
256,8,9,11.48
256,8,10,11.171
256,8,11,10.594
256,8,12,6.388
256,8,13,6.118
256,8,14,7.976
256,8,15,8.61
256,8,16,7.968
256,8,17,7.734
256,8,18,13.703
256,8,19,13.786
256,8,20,8.02
256,8,21,10.115
256,8,22,5.922
256,8,23,7.078
256,8,24,10.897
256,8,25,7.061
256,8,26,6.477
256,8,27,8.22
256,8,28,10.869
256,8,29,8.712
256,8,30,6.285
256,8,31,6.392
256,8,32,5.87
256,8,33,9.285
256,8,34,13.607
256,8,35,8.618
256,8,36,7.102
256,8,37,7.137
256,8,38,6.334
256,8,39,6.723
256,8,40,12.637
# avg_ms=8.623925
# std_ms=2.27984810995978
