size,threads,run,time_ms
64,4,1,500
64,4,2,3.438
64,4,3,314
64,4,4,3.584
64,4,5,3.278
64,4,6,3.22
64,4,7,173
64,4,8,181
64,4,9,280
64,4,10,199
64,4,11,2.382
64,4,12,187
64,4,13,502
64,4,14,196
64,4,15,212
64,4,16,1.771
64,4,17,3.169
64,4,18,178
64,4,19,486
64,4,20,258
64,4,21,3.279
64,4,22,2.2
64,4,23,473
64,4,24,2.821
64,4,25,661
64,4,26,1.92
64,4,27,519
64,4,28,263
64,4,29,303
64,4,30,422
64,4,31,380
64,4,32,3.343
64,4,33,290
64,4,34,207
64,4,35,300
64,4,36,226
64,4,37,212
64,4,38,1.056
64,4,39,233
64,4,40,3.46
# avg_ms=204.848025
# std_ms=185.112758174577
