size,threads,run,time_ms
512,8,1,85.87
512,8,2,89.158
512,8,3,86.463
512,8,4,87.675
512,8,5,86.391
512,8,6,82.903
512,8,7,86.734
512,8,8,84.056
512,8,9,87.133
512,8,10,87.063
512,8,11,81.796
512,8,12,83.611
512,8,13,83.262
512,8,14,81.237
512,8,15,79.833
512,8,16,83.532
512,8,17,85.654
512,8,18,85.877
512,8,19,84.852
512,8,20,89.739
512,8,21,85.075
512,8,22,80.573
512,8,23,86.595
512,8,24,80.827
512,8,25,84.113
512,8,26,83.744
512,8,27,81.604
512,8,28,82.664
512,8,29,82.723
512,8,30,81.428
512,8,31,79.608
512,8,32,83.858
512,8,33,86.01
512,8,34,86.566
512,8,35,86.454
512,8,36,85.182
512,8,37,88.138
512,8,38,84.727
512,8,39,83.851
512,8,40,85.873
# avg_ms=84.5613
# std_ms=2.50868332203497
