size,threads,run,time_ms
256,2,1,42.994
256,2,2,30.737
256,2,3,35.656
256,2,4,38.605
256,2,5,36.556
256,2,6,41.237
256,2,7,34.068
256,2,8,39.161
256,2,9,39.096
256,2,10,44.592
256,2,11,38.214
256,2,12,39.504
256,2,13,40.195
256,2,14,37.307
256,2,15,38.228
256,2,16,27.82
256,2,17,45.588
256,2,18,34.409
256,2,19,37.868
256,2,20,36.213
256,2,21,37.974
256,2,22,39.094
256,2,23,38.136
256,2,24,38.053
256,2,25,37.649
256,2,26,39.14
256,2,27,38.79
256,2,28,34.633
256,2,29,33.612
256,2,30,36.637
256,2,31,45.852
256,2,32,37.103
256,2,33,45.898
256,2,34,35.668
256,2,35,37.08
256,2,36,39.608
256,2,37,35.7
256,2,38,43.773
256,2,39,38.294
256,2,40,39.259
# avg_ms=38.250025
# std_ms=3.75453180861783
