size,threads,run,time_ms
256,2,1,13.3
256,2,2,10.558
256,2,3,17.302
256,2,4,14.175
256,2,5,19.25
256,2,6,26.103
256,2,7,19.112
256,2,8,13.398
256,2,9,15.122
256,2,10,20.114
256,2,11,17.767
256,2,12,20.423
256,2,13,18.231
256,2,14,22.137
256,2,15,15.406
256,2,16,17.031
256,2,17,10.688
256,2,18,13.809
256,2,19,10.453
256,2,20,20.057
256,2,21,19.494
256,2,22,21.512
256,2,23,19.157
256,2,24,11.552
256,2,25,13.749
256,2,26,12.322
256,2,27,10.394
256,2,28,15.349
256,2,29,10.354
256,2,30,19.866
256,2,31,18.498
256,2,32,20.76
256,2,33,14.049
256,2,34,26.975
256,2,35,12.258
256,2,36,20.553
256,2,37,21.627
256,2,38,11.815
256,2,39,19.57
256,2,40,20.118
# avg_ms=16.8602
# std_ms=4.36325714728496
