size,threads,run,time_ms
64,4,1,1.097
64,4,2,1.551
64,4,3,735
64,4,4,1.11
64,4,5,1.199
64,4,6,1.08
64,4,7,1.071
64,4,8,1.132
64,4,9,996
64,4,10,1.391
64,4,11,720
64,4,12,948
64,4,13,729
64,4,14,714
64,4,15,917
64,4,16,578
64,4,17,1.151
64,4,18,754
64,4,19,647
64,4,20,685
64,4,21,708
64,4,22,779
64,4,23,597
64,4,24,539
64,4,25,534
64,4,26,998
64,4,27,609
64,4,28,682
64,4,29,730
64,4,30,922
64,4,31,1.244
64,4,32,688
64,4,33,534
64,4,34,919
64,4,35,625
64,4,36,1.207
64,4,37,1.166
64,4,38,1.072
64,4,39,797
64,4,40,871
# avg_ms=499.261775
# std_ms=368.439218357689
