size,threads,run,time_ms
128,2,1,10.055
128,2,2,7.236
128,2,3,4.635
128,2,4,3.692
128,2,5,8.136
128,2,6,9.541
128,2,7,5.851
128,2,8,11.326
128,2,9,10.1
128,2,10,6.456
128,2,11,5.256
128,2,12,6.007
128,2,13,3.979
128,2,14,10.331
128,2,15,10.043
128,2,16,6.649
128,2,17,5.013
128,2,18,9.05
128,2,19,10.97
128,2,20,9.633
128,2,21,5.43
128,2,22,9.925
128,2,23,7.775
128,2,24,11.34
128,2,25,9.755
128,2,26,9.391
128,2,27,5.152
128,2,28,6.084
128,2,29,7.562
128,2,30,10.453
128,2,31,10.414
128,2,32,10.709
128,2,33,5.198
128,2,34,3.724
128,2,35,9.593
128,2,36,10.306
128,2,37,11.013
128,2,38,8.006
128,2,39,8.932
128,2,40,10.63
# avg_ms=8.133775
# std_ms=2.41787576283133
