size,threads,run,time_ms
128,1,1,6.462
128,1,2,2.713
128,1,3,6.134
128,1,4,2.806
128,1,5,5.337
128,1,6,3.05
128,1,7,2.615
128,1,8,2.237
128,1,9,2.964
128,1,10,2.345
128,1,11,2.725
128,1,12,3.327
128,1,13,3.932
128,1,14,2.72
128,1,15,5.936
128,1,16,2.231
128,1,17,3.138
128,1,18,2.519
128,1,19,2.158
128,1,20,3.741
128,1,21,2.201
128,1,22,2.388
128,1,23,5.17
128,1,24,7.034
128,1,25,4.255
128,1,26,2.229
128,1,27,2.237
128,1,28,4.809
128,1,29,5.12
128,1,30,3.98
128,1,31,2.205
128,1,32,3.747
128,1,33,2.747
128,1,34,2.212
128,1,35,3.842
128,1,36,2.839
128,1,37,2.981
128,1,38,7.364
128,1,39,3.2
128,1,40,2.509
# avg_ms=3.553975
# std_ms=1.46353864258288
