size,threads,run,time_ms
128,2,1,3.735
128,2,2,2.438
128,2,3,3.304
128,2,4,2.282
128,2,5,1.302
128,2,6,3.386
128,2,7,2.414
128,2,8,1.849
128,2,9,2.749
128,2,10,1.582
128,2,11,1.484
128,2,12,1.504
128,2,13,3.719
128,2,14,1.239
128,2,15,2.132
128,2,16,1.854
128,2,17,3.144
128,2,18,3.132
128,2,19,3.522
128,2,20,2.872
128,2,21,3.5
128,2,22,3.831
128,2,23,3.718
128,2,24,1.665
128,2,25,2.384
128,2,26,1.363
128,2,27,1.586
128,2,28,3.332
128,2,29,2.239
128,2,30,1.945
128,2,31,4.078
128,2,32,1.479
128,2,33,1.765
128,2,34,2.35
128,2,35,1.282
128,2,36,2.921
128,2,37,3.47
128,2,38,3.334
128,2,39,3.84
128,2,40,3.95
# avg_ms=2.591875
# std_ms=0.913495461583326
