size,threads,run,time_ms
128,4,1,2.129
128,4,2,2.313
128,4,3,4.992
128,4,4,2.502
128,4,5,860
128,4,6,2.214
128,4,7,743
128,4,8,1.542
128,4,9,1.587
128,4,10,915
128,4,11,2.241
128,4,12,1.77
128,4,13,2.168
128,4,14,4.756
128,4,15,1.191
128,4,16,976
128,4,17,948
128,4,18,4.045
128,4,19,1.548
128,4,20,2.283
128,4,21,954
128,4,22,1.463
128,4,23,739
128,4,24,748
128,4,25,2.093
128,4,26,2.034
128,4,27,2.37
128,4,28,962
128,4,29,1.698
128,4,30,2.373
128,4,31,1.565
128,4,32,1.233
128,4,33,1.644
128,4,34,4.447
128,4,35,1.275
128,4,36,1.272
128,4,37,717
128,4,38,694
128,4,39,767
128,4,40,766
# avg_ms=271.2437
# std_ms=397.083902970541
