size,threads,run,time_ms
512,1,1,167.568
512,1,2,170.985
512,1,3,166.984
512,1,4,168.993
512,1,5,167.865
512,1,6,166.907
512,1,7,166.874
512,1,8,167.845
512,1,9,169.107
512,1,10,168.964
512,1,11,167.803
512,1,12,166.565
512,1,13,180.14
512,1,14,166.965
512,1,15,168.717
512,1,16,169.086
512,1,17,168.298
512,1,18,167.682
512,1,19,167.508
512,1,20,170.721
512,1,21,173.843
512,1,22,166.529
512,1,23,168.302
512,1,24,167.824
512,1,25,169.242
512,1,26,170.412
512,1,27,175.647
512,1,28,166.857
512,1,29,169.018
512,1,30,166.607
512,1,31,170.193
512,1,32,177.142
512,1,33,170.423
512,1,34,168.393
512,1,35,167.564
512,1,36,167.893
512,1,37,170.696
512,1,38,167.022
512,1,39,167.416
512,1,40,178.563
# avg_ms=169.379075
# std_ms=3.28587110089039
