size,threads,run,time_ms
512,4,1,210.631
512,4,2,194.941
512,4,3,195.342
512,4,4,189.986
512,4,5,186.13
512,4,6,195.948
512,4,7,197.167
512,4,8,200.482
512,4,9,200.164
512,4,10,192.443
512,4,11,201.406
512,4,12,195.821
512,4,13,203.534
512,4,14,194.737
512,4,15,194.286
512,4,16,189.949
512,4,17,188.26
512,4,18,187.125
512,4,19,195.077
512,4,20,194.014
512,4,21,194.97
512,4,22,197.091
512,4,23,193.721
512,4,24,189.133
512,4,25,187.324
512,4,26,196.384
512,4,27,210.947
512,4,28,197.627
512,4,29,192.256
512,4,30,192.117
512,4,31,195.794
512,4,32,200.851
512,4,33,198.919
512,4,34,192.539
512,4,35,192.73
512,4,36,191.566
512,4,37,193.147
512,4,38,193.483
512,4,39,191.847
512,4,40,186.78
# avg_ms=194.916725
# std_ms=5.54857180047262
