size,threads,run,time_ms
1024,4,1,673.917
1024,4,2,669.113
1024,4,3,694.11
1024,4,4,709.453
1024,4,5,664.881
1024,4,6,670.467
1024,4,7,676.277
1024,4,8,719.638
1024,4,9,676.778
1024,4,10,698.593
1024,4,11,698.148
1024,4,12,691.27
1024,4,13,667.734
1024,4,14,682.985
1024,4,15,715.037
1024,4,16,691.086
1024,4,17,651.265
1024,4,18,644.756
1024,4,19,674.465
1024,4,20,687.045
1024,4,21,655.626
1024,4,22,672.893
1024,4,23,678.571
1024,4,24,701.02
1024,4,25,695.828
1024,4,26,695.761
1024,4,27,667.477
1024,4,28,668.587
1024,4,29,689.132
1024,4,30,652.412
1024,4,31,674.67
1024,4,32,675.442
1024,4,33,677.747
1024,4,34,702.566
1024,4,35,685.665
1024,4,36,709.999
1024,4,37,680.3
1024,4,38,689.444
1024,4,39,667.482
1024,4,40,660.61
# avg_ms=681.45625
# std_ms=17.7941477512217
