size,threads,run,time_ms
128,2,1,2.105
128,2,2,2.236
128,2,3,1.879
128,2,4,5.216
128,2,5,1.875
128,2,6,1.904
128,2,7,1.532
128,2,8,5.121
128,2,9,2.442
128,2,10,2.599
128,2,11,2.521
128,2,12,1.91
128,2,13,2.699
128,2,14,1.641
128,2,15,4.432
128,2,16,2.615
128,2,17,2.715
128,2,18,2.032
128,2,19,2.107
128,2,20,1.74
128,2,21,1.527
128,2,22,1.813
128,2,23,2.36
128,2,24,2.387
128,2,25,1.526
128,2,26,1.537
128,2,27,2.065
128,2,28,1.571
128,2,29,1.646
128,2,30,1.55
128,2,31,1.637
128,2,32,4.805
128,2,33,2.314
128,2,34,1.558
128,2,35,5.354
128,2,36,4.918
128,2,37,5.194
128,2,38,4.286
128,2,39,5.553
128,2,40,2.826
# avg_ms=2.6937
# std_ms=1.31830871058726
