size,threads,run,time_ms
128,1,1,2.733
128,1,2,2.776
128,1,3,2.49
128,1,4,2.905
128,1,5,2.34
128,1,6,2.318
128,1,7,2.319
128,1,8,2.302
128,1,9,3.084
128,1,10,2.418
128,1,11,2.723
128,1,12,2.339
128,1,13,2.401
128,1,14,2.987
128,1,15,2.432
128,1,16,3.325
128,1,17,2.595
128,1,18,2.484
128,1,19,3.221
128,1,20,2.33
128,1,21,2.996
128,1,22,5.646
128,1,23,2.519
128,1,24,2.988
128,1,25,5.771
128,1,26,3.253
128,1,27,3.093
128,1,28,2.397
128,1,29,4.037
128,1,30,3.495
128,1,31,3.735
128,1,32,2.61
128,1,33,2.349
128,1,34,3.127
128,1,35,3.08
128,1,36,2.334
128,1,37,5.305
128,1,38,7.073
128,1,39,3.892
128,1,40,2.475
# avg_ms=3.117425
# std_ms=1.07999522523873
