size,threads,run,time_ms
256,4,1,13.771
256,4,2,10.707
256,4,3,6.046
256,4,4,12.769
256,4,5,12.658
256,4,6,5.538
256,4,7,6.881
256,4,8,8.19
256,4,9,5.854
256,4,10,5.543
256,4,11,5.65
256,4,12,7.012
256,4,13,14.945
256,4,14,6.278
256,4,15,10.085
256,4,16,15.388
256,4,17,7.124
256,4,18,6.534
256,4,19,6.241
256,4,20,7.694
256,4,21,5.889
256,4,22,5.946
256,4,23,6.31
256,4,24,14.603
256,4,25,8.724
256,4,26,13.607
256,4,27,6.274
256,4,28,13.081
256,4,29,10.479
256,4,30,6.011
256,4,31,8.055
256,4,32,5.702
256,4,33,5.435
256,4,34,11.442
256,4,35,7.704
256,4,36,6.555
256,4,37,12.939
256,4,38,7.804
256,4,39,6.398
256,4,40,6.062
# avg_ms=8.5982
# std_ms=3.19426993544892
