size,threads,run,time_ms
256,8,1,18.423
256,8,2,22.25
256,8,3,16.242
256,8,4,15.504
256,8,5,15.513
256,8,6,16.041
256,8,7,15.426
256,8,8,17.176
256,8,9,16.894
256,8,10,15.318
256,8,11,18.315
256,8,12,16.834
256,8,13,14.99
256,8,14,16.846
256,8,15,20.397
256,8,16,17.727
256,8,17,15.535
256,8,18,16.736
256,8,19,24.922
256,8,20,23.531
256,8,21,21.985
256,8,22,17.098
256,8,23,21.448
256,8,24,22.177
256,8,25,17.327
256,8,26,16.729
256,8,27,14.714
256,8,28,15.168
256,8,29,15.914
256,8,30,20.724
256,8,31,15.726
256,8,32,21.2
256,8,33,25.717
256,8,34,21.333
256,8,35,17.204
256,8,36,15.049
256,8,37,15.279
256,8,38,15.124
256,8,39,15.852
256,8,40,15.479
# avg_ms=17.896675
# std_ms=3.02754782204073
