size,threads,run,time_ms
128,4,1,921
128,4,2,964
128,4,3,4.236
128,4,4,3.831
128,4,5,2.14
128,4,6,727
128,4,7,771
128,4,8,754
128,4,9,768
128,4,10,749
128,4,11,779
128,4,12,1.679
128,4,13,1.233
128,4,14,1.289
128,4,15,2.62
128,4,16,2.068
128,4,17,1.169
128,4,18,1.17
128,4,19,1.253
128,4,20,811
128,4,21,872
128,4,22,2.341
128,4,23,798
128,4,24,726
128,4,25,2.209
128,4,26,4.184
128,4,27,1.623
128,4,28,1.121
128,4,29,1.151
128,4,30,1.062
128,4,31,981
128,4,32,1.965
128,4,33,1.728
128,4,34,2.267
128,4,35,1.657
128,4,36,2.221
128,4,37,2.363
128,4,38,1.053
128,4,39,1.117
128,4,40,1.056
# avg_ms=266.82015
# std_ms=389.721691591646
