size,threads,run,time_ms
512,1,1,418.579
512,1,2,416.592
512,1,3,441.347
512,1,4,436.34
512,1,5,437.368
512,1,6,436.665
512,1,7,436.938
512,1,8,432.25
512,1,9,472.826
512,1,10,426.677
512,1,11,435.991
512,1,12,427.324
512,1,13,428.641
512,1,14,417.616
512,1,15,437.237
512,1,16,416.54
512,1,17,439.335
512,1,18,431.075
512,1,19,410.926
512,1,20,416.397
512,1,21,439.154
512,1,22,429.932
512,1,23,426.936
512,1,24,443.039
512,1,25,424.295
512,1,26,439.531
512,1,27,416.238
512,1,28,416.636
512,1,29,414.123
512,1,30,417.873
512,1,31,439.417
512,1,32,451.487
512,1,33,431.812
512,1,34,428.496
512,1,35,427.556
512,1,36,459.626
512,1,37,435.198
512,1,38,417.313
512,1,39,436.354
512,1,40,461.412
# avg_ms=431.8273
# std_ms=13.606149064641
