size,threads,run,time_ms
256,1,1,21.063
256,1,2,23.11
256,1,3,24.407
256,1,4,20.794
256,1,5,23.024
256,1,6,26.69
256,1,7,20.845
256,1,8,24.462
256,1,9,25.7
256,1,10,24.88
256,1,11,26.781
256,1,12,20.638
256,1,13,20.512
256,1,14,21.99
256,1,15,33.501
256,1,16,22.576
256,1,17,24.794
256,1,18,21.411
256,1,19,20.799
256,1,20,20.978
256,1,21,21.36
256,1,22,25.479
256,1,23,25.239
256,1,24,27.982
256,1,25,24.458
256,1,26,26.698
256,1,27,20.882
256,1,28,24.955
256,1,29,39.105
256,1,30,23.473
256,1,31,22.824
256,1,32,20.453
256,1,33,24.575
256,1,34,20.64
256,1,35,24.793
256,1,36,24.037
256,1,37,23.949
256,1,38,21.298
256,1,39,20.784
256,1,40,24.426
# avg_ms=23.909125
# std_ms=3.62667099726952
