size,threads,run,time_ms
256,2,1,13.736
256,2,2,21.197
256,2,3,15.084
256,2,4,24.302
256,2,5,22.3
256,2,6,20.666
256,2,7,18.841
256,2,8,14.013
256,2,9,11.714
256,2,10,18.622
256,2,11,21.247
256,2,12,19.878
256,2,13,23.337
256,2,14,15.152
256,2,15,16.794
256,2,16,11.269
256,2,17,14.326
256,2,18,15.101
256,2,19,12.252
256,2,20,13.536
256,2,21,11.146
256,2,22,22.354
256,2,23,25.618
256,2,24,13.485
256,2,25,21.482
256,2,26,15.822
256,2,27,18.649
256,2,28,21.651
256,2,29,23.188
256,2,30,13.787
256,2,31,21.821
256,2,32,13.617
256,2,33,20.686
256,2,34,21.994
256,2,35,19.381
256,2,36,21.08
256,2,37,14.5
256,2,38,12.85
256,2,39,18.243
256,2,40,21.497
# avg_ms=17.90545
# std_ms=4.14397458133725
